text,sentiment
Going to be a strange weekend. Probably srtarting off with working til midnight tonight,sad
I Need to get my friggin cameras cleand ASAP !!,happy
@JBFutureboy lucky kid...i so wanna see loserville  pity im in oz....,happy
Friends! Come over and give me a massage  I can't sleep.,happy
"@FannyAddams Aw you named your car, that's very sweet. I'm sorry to hear that Petey has to go, I hope you find a really posh rollerskate.",happy
@beakpie yes. Yes you will.,neutral
No allowed a calculator for this exam despite it containing laths that is impossible to compute in my head.,sad
"Whataburger closing all locations but tally  so harsh, might have to transfer schools",sad
im very sorry.,happy
3 hours of sleep and a mild hangover = carelessness and the loss of a brand new ipod pouch,sad
"@MarieLuna I'm sure it's not what you think. Is this really you? i saw you couple of months back in NAIA,was shy to approach 4 a pic.",sad
"i'm so worn out, this week has sped by soo fast. gonna ask mum if we can go to the movies. i'm desperate",sad
"Wee laddie's been SO upset for about 2 hours. Tried soothing him in bed, nursing, etc. Nope. Up at 3:30am for real food. Blue Clues now.",sad
"@ddlovato july 21st!?? that means at your concert I won't know all the songs.  oh well, yay demi!! &lt;3",happy
I have been playing skate for two hours. Now i need to get out and actually skate. But it's too late,happy
I've got a dentist's appointment soon!  The drill feels like I've got my brain in a blender - not looking forward to it,sad
"Ghhh! Went an hour earlier to bed thinking ill get an area hr of sleep, woke up an hr earlier. Today is gonna be a looooong one again.",neutral
"@mitch_400iso Me too, she was adorable and you could tell the pressure got to her.",happy
@AdamAxon That bloody free kick after 1 min 07 seconds was sooooooo close to going in.......if only,neutral
contemplating when to hand in my lovely car,neutral
@Scarlettjen fuck. it should be recoverable. it's just the boot part that's messed up. grr argh. my business was on there.,sad
Live TV coming to the XBox 360.  But only if you live in the UK.  http://tinyurl.com/kq47ah,neutral
"@ajaedandridge ate pussy, I refuse to bless her cuz she already clingy",sad
"you people are missing the point here, instead of @god loosing followers he's GAINING! over 50 new ppl in 6 hours",neutral
@munzee the 14-24 is definitely going... sold the 70-200 and 200F2 is  too HEAVY  Think I'll get away with the 50/85? #Twedding,neutral
Not well again  @littlereidy it's definitely not hayfever,sad
HOW COME ITS SO HARD TO FIND A GUY WITH THE SAME PASSION FOR LOVE AS FOR A WOMAN?? AM I EVER GOING TO SEE THE DAY! IM lonely yall!,sad
@madeofhoney1 im sorry. i dont wanna cuz of how u act. u just turn right around and ignore me and all that,sad
Oh my gosh! My hair is so short! I miss my long hair!,happy
@SydneyAlterEgo probably not in this weather,sad
@Samm_xo Today yeah,neutral
@justin_roe oh well.  I've never seen him do anything before so I'm not gonna say anything.,neutral
Ugh id better get up for work,sad
@sevinnyne6126 Lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us  I wish you a good flight &lt;3,happy
I am living in a country where the government is ALWAYS a circus show ... sad but true...,sad
@markboulton @robertmills Looks like I'm on tea duty all day.,neutral
had my lip pierced for about 30 minutes.  and then it died.,sad
why not everything workout as you planned.,sad
Don't know who U R anymore!!!,sad
aww only 15minutes left of family guy,sad
#3wordsaftersex my turn yet?,neutral
My dead grandpa pays more attention to me than you do,sad
WANTS TO GO TO SLEEP WITH THE SOUND OF THE RAIN,neutral
@sevinnyne6126 Lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us  I wish you good luck,happy
"don't know what to do today.  amazing weather and i'm sitting here, great.",sad
BIG NEWS?! But I don't know if I can share it.,sad
@ac07 LOL. Academy-ish. Haha. I really really miss O.B.,neutral
@alabamawhirly I'll be stuck inside the office all day today,sad
Being dragged round Ikea this morning  Bad times!,sad
@Nelley aww sorry boo. I haven't bought a printer in 4 years; my canon i900d is still making amazing prints. Have zero fisheye exp.,sad
I wanted to see the story on ACORN tonight on Glen Beck but I missed it,sad
So ... Still finishing errands for a trip tomorrow morning where I have to be at airport at 6am.,sad
Tv arrived but can't play cos have to go to stupid work,sad
@QueenofScots67 this is a little sad and I know I am new but no one has ff me yet,sad
"Invasion of the Old Ladies has just ended, still have to clean up not going to be able to make it to the tweetup tonight.",sad
down in my series with denver on 2k9 3-1,neutral
I almost say &quot;bless you&quot; to a sneezing cat,happy
"At work   leave for Berlin at 17:00 by car, will be a late arrival",happy
@monroejnicole Im goodie. I feel like we are so disconnected,sad
@DaRealSunisaKim There's ding tai Fung here in Sydney aswell...  making me want dumplings...,happy
arrives in mfk... With these potholes.. I foresee a wheel changing session. Hai no man,sad
going to bed...with NO sexy time UGHHH!,sad
sneezing is never a good sign,sad
Sometimes I have a pillow and sometimes I don't,sad
@GuitarHeroDevs Why online one download this week?,sad
*sigh* i always disappoint people who get in my way...  everyone .. i'm OUT.. i might disappoint everyone else here..,sad
"@kpatthethird FML dad didnt leave me any moneyz, so i have 2 wait till he gets home   call me when you finish work?",sad
"@ajaedandridge  ummm...last night when I DM'd you, you said it was a &quot;good&quot; question.",sad
I hate this bit,sad
@RaNTeLLDaT I KNO I SHOULDA CAME,neutral
I miss you sweetie!,happy
I miss Feb 23rd 2008  best night of my whole entire fucking life. I'd rather re-live that night then win $1million.,sad
@AntBoogieWorld Wish you were coming to Australia &amp; New Zealand with the Sticky Tour Ant,happy
"@harneet @RangitaNandy as a kid, i remember searching with the local video store owner in a godown , got a video tape with fungus badluck",sad
I wish I had company,neutral
@FLASxyBlck25 right now thats about all I can deal with  I work too much and I need my space! Most women dont offer that!,sad
work suckd.. another closing nite with 30 dollars pockeded..  i need a new job,sad
has woken up feeling a little special...i dont thing drink the bar dry is on the cards. when i finally sober up its home time i think,neutral
what a bummer that tomorrow is friday again!,happy
"@BuddyThePuggy Poor Buddy, being teased by mini puggy  I think what you need is a #PUGHUG",neutral
screw the fact you can't post LONG updates on twitter,sad
@Miss_Thrifty eBay 10 mile rule not working for me.  Too many pairs of leather trousers being sold in Aberdeen. Will try next week.,sad
@IljaCoolen Thanks! Just used a therm to pry it out. Was like concrete! Blood and everything!  He's doing a lot better now. Thank god.,happy
@breakfastnt wasn't much of a debate,neutral
"@NosliwEiggam hey, got your text sms. i plan on maybe just catching a flick tonight. last night was a wee bit too much for me",sad
#3breakupwords you have changed,happy
Only four full days left in Aussie-land. I don't want to go home.,neutral
They're gone.,neutral
#freakyfriday Slipped in the shower and fell. Lucky to escape with just a couple of concussions!,sad
Damn I failed in my assassination attempt on Louis  re: http://ff.im/3mrIM,sad
@displayspook damn i missed it too,sad
Y AM I STILL AWAKE!!!! SMH.... THIS SUCKS!!!,sad
is having headache and colds...,sad
"@beautifulpyre GRR. we are only allowed gas grills where i live, it sucks.",happy
This headache is killing me yet I need to cover some boring police event.,sad
Another night of not sleeping,sad
"@tommcfly, @dannymcfly, @mcflyharry and @dougiemcfly i think you should come home now",sad
You guys dont get too drunk without me,sad
on way to work,neutral
is sick in the doctors waiting room,neutral
This place blows! My UberTwitter isn't functioning here! Had to switch to TB,sad
@UltraSub Too much details !!!    (But glad he is better),sad
"Just finished The Village. So in love,could watch it over and over! Wonder why I can't get to sleep tonight",happy
I'm sooo lost without my car  This is truly depressing. Pregnant people should NEVER be this stressed out!,sad
what's wrong with people? Second break-in at Wallmans tonight,happy
@jessiimiica I am like the most saddest person on jtv right now because you are not on,sad
"Heathrow Connect is ï¿½7.40,i thought it was a bargain (express is 15),but then it terminated at Hayes/Harlington and i had to take a bus",sad
http://twitpic.com/666gy - My glass is empty. Will someone be a dear and fetch me another?,happy
@Jay5920 leave Fraser alone,neutral
"@brookedanielle_ it just upsets me , becasue like 6 years we have loved them .. and then this happens  imm really uset now x",sad
@Phoebo oh poor you  atleast get paid for staying back or?,happy
Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry,sad
"@TerrenceJ106 Here! Got a 2JOBs &amp;a degree, but my damn car DIED so @lamborghinibow just made me feel shitty bout not havin a car!",happy
I was looking forward to seeing @PapaRoach in Raleigh (fan for 10 years NB too) but scalpers took the tix and sell them for $200  morons,sad
@chasssss they got attacked by the club,sad
Cars been dropped off for service and mot  getting the train home! Hate public transport!!,sad
Morning tweeple! I'm a bit sneezy today,sad
I am soooo  right now!,happy
trying to understand why WHY i joined twitter.....everyone else was doing it i felt left out,neutral
"@Mogeezie u ever jus fell like damn, i jus want to cake it n lay next to ur baby...watch movies chill freak on all night...",neutral
Did not win Kelly Clarkson Tickets. Sorry Cecilia. Really wish I could give that to you! You so much deserve it.,sad
@xxsteebiexx lol i know i wld like to get a reply from seann william scott but he dont reply  and hes one of my favourite actors,sad
i'm so mad that im going to be missing the maine tomorrow because it takes all effing day to fly to florida,sad
Just wants to stay in bed all day but has to go to work instead  sux,neutral
All of you can have fun tweeting all day while im cleaning hair  LOL,happy
what do u do when ur dads losing it mentaly and dosent remeber you,sad
why am i up...i have to wake up at 7,sad
"Google Wave presentation: http://bit.ly/2ehfov  I'm not very impressed. It's nice, but it's not really for me",sad
